               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.045632,             0.13403,            0.021119,             0.84888,             0.78754,             0.77737,             0.56962,            0.049454,             0.21082,            0.027158,            0.004786,            0.004786,            0.004786
                 160,            0.046154,             0.12883,            0.021927,             0.84961,             0.79102,             0.77778,             0.57512,            0.049404,             0.21132,            0.027261,            0.004753,            0.004753,            0.004753
                 161,            0.046781,             0.13436,              0.0218,             0.85096,             0.78805,              0.7786,             0.57731,            0.049301,             0.21078,            0.027235,             0.00472,             0.00472,             0.00472
                 162,            0.045932,             0.12969,            0.021199,             0.85005,             0.78803,             0.77944,             0.56842,             0.04956,             0.21122,            0.027193,            0.004687,            0.004687,            0.004687
                 163,            0.046876,             0.12956,            0.022226,              0.8533,              0.7873,             0.77809,             0.56853,            0.049587,             0.21087,            0.027026,            0.004654,            0.004654,            0.004654
                 164,            0.046778,              0.1299,            0.021615,             0.84815,             0.79313,             0.77904,              0.5696,            0.049369,              0.2111,            0.027071,            0.004621,            0.004621,            0.004621
                 165,            0.046197,             0.12627,            0.021603,             0.85362,             0.78762,             0.78016,             0.57415,            0.049379,             0.20847,            0.027187,            0.004588,            0.004588,            0.004588
                 166,            0.045873,              0.1303,            0.021737,             0.84455,             0.79336,             0.77826,             0.57727,            0.049239,             0.20806,             0.02718,            0.004555,            0.004555,            0.004555
                 167,            0.046227,             0.13078,            0.021684,              0.8505,             0.79357,             0.77907,             0.57928,            0.049086,             0.20779,            0.027129,            0.004522,            0.004522,            0.004522
                 168,            0.045707,             0.12744,            0.021369,             0.85798,             0.78769,             0.78012,             0.57826,            0.049188,             0.20758,               0.027,            0.004489,            0.004489,            0.004489
                 169,            0.045177,             0.12481,            0.021118,             0.85284,             0.78647,             0.78123,             0.58226,            0.049006,             0.20726,            0.027024,            0.004456,            0.004456,            0.004456
                 170,            0.046705,             0.12866,             0.02129,             0.84814,             0.79413,             0.78088,             0.56907,            0.049464,             0.21054,            0.027129,            0.004423,            0.004423,            0.004423
                 171,            0.046082,             0.12828,            0.021414,             0.84726,             0.79198,             0.77951,             0.57358,            0.049397,             0.21204,            0.026973,             0.00439,             0.00439,             0.00439
                 172,            0.045202,             0.12794,            0.021173,             0.85346,             0.79402,             0.78252,             0.57577,            0.049283,             0.21054,            0.027071,            0.004357,            0.004357,            0.004357
                 173,            0.044694,             0.12652,            0.020816,             0.84685,             0.79276,             0.78027,             0.57606,            0.049062,             0.20852,            0.026998,            0.004324,            0.004324,            0.004324
                 174,            0.045276,             0.12644,            0.020765,             0.84816,             0.79188,             0.77943,             0.56968,            0.049339,             0.21056,            0.027098,            0.004291,            0.004291,            0.004291
                 175,            0.044998,             0.12291,            0.020783,             0.85126,             0.78735,             0.78072,             0.57532,            0.049245,              0.2101,            0.027074,            0.004258,            0.004258,            0.004258
                 176,            0.044906,              0.1242,            0.020324,             0.84784,             0.78963,             0.78002,             0.57125,            0.049328,             0.21039,            0.027103,            0.004225,            0.004225,            0.004225
                 177,            0.044655,             0.12323,            0.020553,             0.85022,              0.7907,                0.78,             0.57641,             0.04917,             0.20876,            0.026887,            0.004192,            0.004192,            0.004192
                 178,            0.045276,             0.12675,            0.021077,             0.84953,              0.7927,             0.78038,             0.58006,            0.049005,             0.20973,            0.027029,            0.004159,            0.004159,            0.004159
                 179,            0.045694,             0.12729,            0.021175,             0.85461,             0.78748,             0.78097,              0.5782,            0.049144,              0.2093,            0.027086,            0.004126,            0.004126,            0.004126
                 180,            0.045871,             0.12748,            0.021677,             0.85193,             0.79481,              0.7812,             0.57668,             0.04914,             0.21046,            0.026933,            0.004093,            0.004093,            0.004093
                 181,            0.044466,              0.1203,            0.020265,             0.85112,             0.79076,             0.78133,             0.57482,            0.049306,              0.2114,            0.027192,             0.00406,             0.00406,             0.00406
                 182,            0.045217,             0.12774,            0.021088,             0.85427,             0.78651,             0.78151,             0.57943,            0.049087,             0.20946,            0.026981,            0.004027,            0.004027,            0.004027
                 183,            0.045292,             0.13111,             0.02104,             0.84973,              0.7922,              0.7812,             0.57892,            0.049097,             0.20901,              0.0272,            0.003994,            0.003994,            0.003994
                 184,            0.044715,             0.12466,            0.020577,             0.85465,             0.78926,             0.78035,             0.57993,            0.048981,             0.20993,            0.027052,            0.003961,            0.003961,            0.003961
                 185,            0.044863,             0.12397,            0.020654,             0.84998,             0.79455,             0.78142,             0.58189,            0.049074,             0.21022,            0.026958,            0.003928,            0.003928,            0.003928
                 186,            0.044393,             0.12581,            0.020905,             0.85148,             0.79351,             0.78042,             0.58164,             0.04892,             0.20929,            0.027009,            0.003895,            0.003895,            0.003895
                 187,            0.044836,              0.1289,            0.021297,             0.85397,             0.78735,             0.78018,             0.57725,            0.049232,             0.21101,            0.027019,            0.003862,            0.003862,            0.003862
                 188,            0.045021,             0.12692,            0.020854,             0.85506,             0.78733,             0.78074,             0.57809,            0.048941,             0.20946,            0.026945,            0.003829,            0.003829,            0.003829
                 189,            0.045743,             0.12788,            0.021167,             0.85143,             0.79036,             0.78167,              0.5807,            0.049039,             0.21053,            0.027029,            0.003796,            0.003796,            0.003796
                 190,            0.045692,             0.12401,            0.021793,             0.85363,             0.78903,             0.78219,             0.58097,            0.049004,             0.20935,             0.02688,            0.003763,            0.003763,            0.003763
                 191,             0.04462,             0.13029,            0.021119,             0.84906,             0.79812,             0.78484,             0.58404,            0.048982,             0.21059,            0.026997,             0.00373,             0.00373,             0.00373
                 192,            0.044807,             0.12562,            0.020851,             0.85837,             0.79232,             0.78433,             0.58354,            0.049042,             0.21144,             0.02698,            0.003697,            0.003697,            0.003697
                 193,            0.045115,             0.12617,            0.020908,             0.85415,             0.79097,             0.78318,             0.58562,            0.048799,             0.21103,            0.026862,            0.003664,            0.003664,            0.003664
                 194,            0.045318,             0.12612,            0.020588,             0.85425,             0.79003,             0.78099,              0.5811,            0.048985,             0.21205,            0.026937,            0.003631,            0.003631,            0.003631
                 195,            0.045439,              0.1256,            0.020938,             0.85174,             0.78632,             0.78179,             0.58068,            0.048947,             0.21274,            0.026863,            0.003598,            0.003598,            0.003598
                 196,            0.044868,             0.12275,            0.020783,             0.85318,             0.78845,             0.78194,             0.58368,             0.04879,             0.21133,            0.026836,            0.003565,            0.003565,            0.003565
                 197,             0.04391,             0.11966,            0.019951,             0.85305,             0.79001,             0.78172,              0.5827,             0.04881,              0.2115,            0.026836,            0.003532,            0.003532,            0.003532
                 198,            0.045154,             0.12408,            0.021194,             0.85541,             0.78817,              0.7826,             0.58067,            0.049044,             0.21156,            0.026849,            0.003499,            0.003499,            0.003499
                 199,            0.045294,             0.12599,            0.021015,              0.8558,             0.79102,             0.78291,              0.5818,            0.048919,             0.21059,            0.026834,            0.003466,            0.003466,            0.003466
                 200,            0.043335,             0.12156,            0.020116,             0.85607,             0.79315,             0.78349,             0.58238,            0.048856,             0.21159,            0.026852,            0.003433,            0.003433,            0.003433
                 201,            0.044313,             0.12518,            0.020543,             0.85357,             0.79354,              0.7837,             0.58741,            0.048816,             0.21076,            0.026913,              0.0034,              0.0034,              0.0034
                 202,            0.044706,               0.123,            0.020783,               0.851,              0.7909,             0.78257,             0.58418,            0.048821,             0.21152,             0.02682,            0.003367,            0.003367,            0.003367
                 203,            0.044074,             0.12281,            0.020587,             0.85256,             0.79275,             0.78359,              0.5853,            0.048863,             0.21197,            0.026937,            0.003334,            0.003334,            0.003334
                 204,            0.042792,             0.12074,            0.019838,             0.85148,             0.79068,             0.78309,             0.58332,             0.04891,             0.21458,            0.027002,            0.003301,            0.003301,            0.003301
                 205,             0.04348,             0.12253,            0.020036,             0.85464,             0.79214,             0.78354,             0.58571,            0.048828,             0.21436,            0.026937,            0.003268,            0.003268,            0.003268
                 206,            0.045052,             0.12453,            0.021317,              0.8527,             0.79375,             0.78226,             0.58091,            0.048975,              0.2144,            0.026937,            0.003235,            0.003235,            0.003235
                 207,             0.04295,             0.11644,            0.019675,             0.85562,             0.79086,              0.7844,             0.58699,            0.048747,             0.21203,            0.026816,            0.003202,            0.003202,            0.003202
                 208,            0.044729,             0.12681,            0.020806,             0.85046,             0.79141,             0.78098,             0.58243,            0.048889,             0.21364,            0.026834,            0.003169,            0.003169,            0.003169
                 209,            0.042988,             0.11721,            0.019495,             0.85368,             0.79216,             0.77961,             0.58131,            0.048751,             0.21322,            0.026894,            0.003136,            0.003136,            0.003136
                 210,            0.043743,             0.12362,            0.020285,             0.85366,             0.79132,             0.78109,             0.58487,            0.048774,             0.21234,            0.026889,            0.003103,            0.003103,            0.003103
                 211,            0.043591,             0.12252,            0.020279,             0.85302,             0.79234,             0.78087,               0.586,            0.048653,             0.21198,            0.026881,             0.00307,             0.00307,             0.00307
                 212,            0.042326,             0.11716,            0.019631,             0.85529,             0.79029,             0.78266,             0.58601,             0.04861,             0.21086,            0.026727,            0.003037,            0.003037,            0.003037
                 213,            0.045217,             0.12464,            0.021059,             0.85249,             0.79254,             0.78249,             0.58714,            0.048611,             0.21154,            0.026743,            0.003004,            0.003004,            0.003004
                 214,            0.043265,             0.12161,            0.019968,             0.85359,             0.79183,             0.78315,             0.58856,            0.048628,             0.21187,            0.026935,            0.002971,            0.002971,            0.002971
                 215,            0.043173,             0.11942,            0.019897,             0.85344,             0.79405,             0.78313,             0.58649,            0.048638,             0.21233,            0.026958,            0.002938,            0.002938,            0.002938
                 216,            0.043697,              0.1201,            0.020202,              0.8555,             0.79061,             0.78194,             0.58606,            0.048584,             0.21361,            0.026828,            0.002905,            0.002905,            0.002905
                 217,            0.043251,             0.11917,            0.019984,             0.85055,             0.79421,             0.78127,             0.58648,            0.048625,             0.21213,            0.026824,            0.002872,            0.002872,            0.002872
                 218,            0.044209,             0.12554,            0.020576,             0.85662,             0.79258,             0.78353,             0.58603,            0.048678,             0.21154,            0.026878,            0.002839,            0.002839,            0.002839
                 219,            0.044682,             0.12127,             0.02051,             0.85617,             0.79303,             0.78306,             0.58582,            0.048729,             0.21079,            0.026758,            0.002806,            0.002806,            0.002806
                 220,            0.044345,               0.125,            0.020804,             0.85367,             0.79233,             0.78323,             0.58853,             0.04868,             0.20993,            0.026729,            0.002773,            0.002773,            0.002773
                 221,            0.043618,             0.12318,             0.02005,             0.85469,             0.79601,             0.78459,             0.58953,            0.048558,             0.21249,            0.026736,             0.00274,             0.00274,             0.00274
                 222,            0.043675,             0.12008,            0.020499,             0.85437,              0.7928,             0.78348,             0.58794,            0.048641,             0.21272,            0.026868,            0.002707,            0.002707,            0.002707
                 223,            0.043645,             0.12493,             0.02003,             0.85495,             0.79416,             0.78313,             0.58675,            0.048716,             0.21315,            0.026756,            0.002674,            0.002674,            0.002674
                 224,             0.04282,             0.12275,            0.020041,             0.85177,             0.79678,             0.78378,             0.58944,            0.048598,             0.21058,            0.026676,            0.002641,            0.002641,            0.002641
                 225,            0.043382,             0.12349,            0.020496,              0.8532,             0.79269,             0.78273,             0.58687,            0.048526,             0.21231,            0.026704,            0.002608,            0.002608,            0.002608
                 226,            0.044136,             0.12489,            0.020645,             0.85599,             0.79069,             0.78271,             0.58547,            0.048595,             0.21201,            0.026803,            0.002575,            0.002575,            0.002575
                 227,            0.042986,             0.12226,            0.020183,             0.85543,             0.79252,             0.78399,             0.58702,             0.04865,             0.21283,            0.026792,            0.002542,            0.002542,            0.002542
                 228,            0.043907,             0.12449,            0.020219,              0.8535,             0.79352,             0.78513,             0.58537,             0.04863,             0.21226,            0.026774,            0.002509,            0.002509,            0.002509
                 229,            0.042684,             0.11699,             0.01998,             0.85612,             0.79162,             0.78379,             0.58605,            0.048647,             0.21171,            0.026722,            0.002476,            0.002476,            0.002476
                 230,            0.043314,             0.11943,            0.019542,              0.8546,             0.79736,             0.78464,             0.58713,            0.048698,             0.21257,            0.026726,            0.002443,            0.002443,            0.002443
                 231,            0.043586,             0.11951,            0.020145,             0.85381,             0.79573,             0.78297,             0.58684,            0.048658,             0.21211,            0.026747,             0.00241,             0.00241,             0.00241
                 232,             0.04377,             0.12002,             0.01997,             0.85445,             0.79617,             0.78431,             0.59183,             0.04845,             0.21179,            0.026707,            0.002377,            0.002377,            0.002377
                 233,            0.043289,               0.122,            0.020355,             0.85572,              0.7939,             0.78422,             0.58932,            0.048495,              0.2145,            0.026632,            0.002344,            0.002344,            0.002344
                 234,             0.04343,              0.1203,            0.020259,              0.8562,             0.79449,             0.78423,             0.58805,              0.0486,             0.21444,            0.026669,            0.002311,            0.002311,            0.002311
                 235,            0.043092,             0.12104,             0.02017,             0.85551,              0.7953,             0.78621,             0.58945,            0.048467,             0.21309,            0.026566,            0.002278,            0.002278,            0.002278
                 236,            0.043492,             0.11661,            0.020501,             0.84975,             0.79782,             0.78347,             0.58858,            0.048466,             0.21335,            0.026601,            0.002245,            0.002245,            0.002245
                 237,            0.042624,              0.1181,            0.019484,             0.85178,             0.79873,             0.78484,             0.59031,            0.048338,              0.2128,            0.026632,            0.002212,            0.002212,            0.002212
                 238,            0.043605,             0.11903,            0.020385,             0.85629,             0.79325,             0.78512,             0.59096,             0.04843,             0.21322,            0.026623,            0.002179,            0.002179,            0.002179
                 239,            0.042829,             0.11333,             0.01977,             0.85562,             0.79448,             0.78323,             0.59181,            0.048373,             0.21395,            0.026854,            0.002146,            0.002146,            0.002146
                 240,            0.043079,              0.1216,            0.020339,             0.85604,             0.79627,             0.78384,             0.58832,             0.04848,             0.21515,            0.026844,            0.002113,            0.002113,            0.002113
                 241,            0.042372,             0.11629,             0.01953,             0.85597,             0.79681,             0.78364,             0.58835,            0.048443,             0.21417,            0.026775,             0.00208,             0.00208,             0.00208
                 242,            0.041676,             0.11455,            0.019152,             0.85304,             0.79765,             0.78293,             0.59084,            0.048291,             0.21313,            0.026596,            0.002047,            0.002047,            0.002047
                 243,             0.04235,             0.12015,            0.019633,             0.85398,             0.79812,             0.78232,             0.58758,            0.048394,             0.21451,            0.026744,            0.002014,            0.002014,            0.002014
                 244,             0.04274,             0.11925,            0.020109,              0.8525,             0.79908,             0.78501,              0.5888,            0.048426,             0.21465,             0.02681,            0.001981,            0.001981,            0.001981
                 245,            0.042843,             0.11491,            0.019775,             0.85637,             0.79367,             0.78503,             0.59107,            0.048458,             0.21459,             0.02674,            0.001948,            0.001948,            0.001948
                 246,            0.041351,             0.11392,            0.018898,             0.85108,             0.80036,             0.78432,              0.5915,            0.048389,             0.21413,            0.026783,            0.001915,            0.001915,            0.001915
                 247,            0.042692,             0.11607,            0.019632,             0.85311,             0.79677,              0.7843,             0.58951,             0.04837,             0.21327,             0.02674,            0.001882,            0.001882,            0.001882
                 248,            0.042871,             0.12396,            0.020334,             0.85152,             0.79958,              0.7844,             0.59121,            0.048335,             0.21398,            0.026771,            0.001849,            0.001849,            0.001849
                 249,            0.042788,             0.11748,            0.019942,              0.8555,             0.79604,             0.78458,             0.59252,            0.048345,             0.21462,            0.026729,            0.001816,            0.001816,            0.001816
                 250,            0.041777,              0.1124,            0.019531,             0.85462,             0.79541,             0.78396,             0.59286,            0.048344,             0.21414,            0.026785,            0.001783,            0.001783,            0.001783
                 251,            0.042759,             0.11931,             0.02031,             0.85013,             0.79903,             0.78345,             0.59233,            0.048288,             0.21259,            0.026756,             0.00175,             0.00175,             0.00175
                 252,            0.043003,             0.11461,            0.020061,             0.84857,               0.799,             0.78281,             0.59066,            0.048384,             0.21421,            0.026749,            0.001717,            0.001717,            0.001717
                 253,            0.042798,             0.12038,            0.020065,             0.85593,             0.79735,             0.78365,             0.59319,            0.048316,             0.21309,            0.026766,            0.001684,            0.001684,            0.001684
                 254,            0.042186,             0.11635,            0.019963,              0.8542,              0.8001,             0.78465,             0.59264,            0.048296,             0.21277,            0.026732,            0.001651,            0.001651,            0.001651
                 255,            0.042506,             0.11924,            0.019945,             0.85302,             0.79837,             0.78454,              0.5919,             0.04832,             0.21364,            0.026814,            0.001618,            0.001618,            0.001618
                 256,            0.042601,             0.12079,            0.020163,             0.85303,             0.80092,             0.78455,             0.59292,            0.048316,               0.215,            0.026897,            0.001585,            0.001585,            0.001585
                 257,            0.042491,             0.11705,            0.019637,             0.85326,             0.79948,             0.78403,             0.59401,            0.048218,             0.21467,            0.026823,            0.001552,            0.001552,            0.001552
                 258,            0.043474,             0.12029,            0.020175,             0.85353,             0.79717,              0.7843,             0.59213,            0.048264,             0.21469,            0.026841,            0.001519,            0.001519,            0.001519
                 259,             0.04149,             0.11475,            0.019149,             0.85657,             0.79643,             0.78493,               0.595,             0.04822,             0.21473,            0.026805,            0.001486,            0.001486,            0.001486
                 260,            0.041125,             0.11228,            0.019146,             0.85273,             0.79898,             0.78473,             0.59606,            0.048205,             0.21557,            0.026807,            0.001453,            0.001453,            0.001453
                 261,            0.041584,              0.1168,            0.019494,              0.8537,             0.79735,             0.78417,             0.59237,            0.048251,             0.21582,            0.026801,             0.00142,             0.00142,             0.00142
                 262,            0.041533,             0.11267,            0.019403,             0.85675,             0.79649,             0.78424,             0.59364,              0.0482,             0.21572,            0.026836,            0.001387,            0.001387,            0.001387
                 263,            0.041446,              0.1115,            0.019577,             0.85927,             0.79681,             0.78529,             0.59173,            0.048181,             0.21486,            0.026811,            0.001354,            0.001354,            0.001354
                 264,            0.042004,               0.118,            0.019559,              0.8559,             0.79864,             0.78376,             0.59254,            0.048184,             0.21467,            0.026806,            0.001321,            0.001321,            0.001321
                 265,            0.042161,             0.12002,            0.019669,             0.86066,             0.79349,             0.78423,             0.59262,            0.048199,             0.21478,            0.026804,            0.001288,            0.001288,            0.001288
                 266,            0.042715,             0.11967,            0.019743,              0.8562,             0.79741,             0.78391,             0.59337,            0.048198,             0.21468,            0.026833,            0.001255,            0.001255,            0.001255
                 267,            0.042163,              0.1175,            0.019895,             0.85458,             0.79813,             0.78367,             0.59406,            0.048192,             0.21507,            0.026765,            0.001222,            0.001222,            0.001222
                 268,            0.042765,             0.11914,             0.02008,              0.8557,              0.7989,              0.7847,             0.59623,            0.048118,              0.2135,            0.026829,            0.001189,            0.001189,            0.001189
                 269,            0.042746,             0.11855,            0.020062,             0.85766,             0.79821,             0.78437,             0.59185,            0.048263,             0.21613,            0.026914,            0.001156,            0.001156,            0.001156
                 270,            0.042675,             0.11559,            0.019944,             0.85778,             0.79776,             0.78488,             0.59445,            0.048136,             0.21614,            0.026987,            0.001123,            0.001123,            0.001123
                 271,            0.041679,             0.11949,            0.019361,             0.85946,             0.79527,             0.78494,             0.59509,            0.048154,             0.21533,            0.026888,             0.00109,             0.00109,             0.00109
                 272,            0.040402,              0.1136,            0.018532,             0.85718,             0.79496,             0.78452,             0.59309,            0.048286,              0.2161,            0.026889,            0.001057,            0.001057,            0.001057
                 273,            0.042282,              0.1158,            0.019562,             0.85739,             0.79667,             0.78517,             0.59382,            0.048208,             0.21405,            0.026865,            0.001024,            0.001024,            0.001024
                 274,             0.04177,             0.11051,             0.01934,             0.85718,             0.79887,             0.78562,             0.59536,            0.048096,             0.21379,            0.026817,            0.000991,            0.000991,            0.000991
                 275,            0.042289,             0.11637,            0.019415,             0.85663,             0.79771,             0.78568,             0.59358,            0.048135,             0.21493,            0.026833,            0.000958,            0.000958,            0.000958
                 276,            0.041785,             0.11449,            0.019513,             0.85749,             0.79801,             0.78545,             0.59482,            0.048122,             0.21479,            0.026884,            0.000925,            0.000925,            0.000925
                 277,            0.041784,             0.11386,            0.019104,              0.8605,             0.79388,             0.78548,             0.59495,            0.048104,               0.215,            0.026961,            0.000892,            0.000892,            0.000892
                 278,            0.042121,             0.11477,            0.019618,             0.85906,              0.7962,             0.78464,             0.59503,            0.048122,             0.21533,            0.026956,            0.000859,            0.000859,            0.000859
                 279,            0.041023,             0.11252,            0.019315,             0.85447,             0.79862,             0.78455,              0.5954,            0.048093,             0.21597,            0.026933,            0.000826,            0.000826,            0.000826
                 280,            0.041524,             0.11428,            0.019115,             0.86088,             0.79223,             0.78378,             0.59592,            0.048049,             0.21523,            0.027018,            0.000793,            0.000793,            0.000793
                 281,            0.041188,             0.11278,            0.019254,             0.85745,             0.79686,               0.784,              0.5937,            0.048116,              0.2154,            0.026877,             0.00076,             0.00076,             0.00076
                 282,            0.042034,             0.10983,            0.019131,             0.85852,             0.80146,             0.78449,             0.59426,            0.048111,             0.21522,            0.026923,            0.000727,            0.000727,            0.000727
                 283,            0.041799,             0.11255,            0.018948,             0.85778,             0.80102,              0.7849,             0.59687,             0.04806,             0.21468,            0.026941,            0.000694,            0.000694,            0.000694
                 284,            0.040643,             0.10886,            0.019079,              0.8604,             0.79468,             0.78345,              0.5941,            0.048162,              0.2163,            0.026949,            0.000661,            0.000661,            0.000661
                 285,            0.042898,             0.11898,             0.02044,              0.8631,             0.79397,              0.7844,             0.59424,            0.048152,             0.21612,             0.02692,            0.000628,            0.000628,            0.000628
                 286,            0.040742,             0.11244,             0.01879,             0.85821,              0.7947,             0.78464,             0.59621,             0.04802,             0.21542,            0.026908,            0.000595,            0.000595,            0.000595
                 287,             0.04238,             0.11625,            0.019702,             0.85865,             0.79522,             0.78513,             0.59632,            0.048076,             0.21616,             0.02695,            0.000562,            0.000562,            0.000562
                 288,            0.041164,             0.11372,            0.019236,             0.86121,             0.79345,             0.78439,             0.59666,            0.048086,               0.216,            0.026973,            0.000529,            0.000529,            0.000529
                 289,            0.042093,             0.11505,            0.019626,             0.85776,             0.79622,             0.78461,             0.59601,            0.048055,             0.21546,            0.026945,            0.000496,            0.000496,            0.000496
                 290,            0.042139,             0.11537,            0.019405,             0.85558,             0.79844,             0.78472,             0.59719,            0.048037,             0.21531,            0.026939,            0.000463,            0.000463,            0.000463
                 291,            0.041599,             0.11477,            0.019354,             0.85549,             0.79878,              0.7849,               0.596,            0.048088,               0.216,            0.026946,             0.00043,             0.00043,             0.00043
                 292,            0.040755,             0.11431,            0.018871,             0.85204,             0.80075,             0.78476,             0.59566,            0.048081,               0.216,            0.026965,            0.000397,            0.000397,            0.000397
                 293,            0.040832,             0.11192,            0.018833,             0.85532,             0.79968,             0.78434,             0.59572,            0.048038,             0.21549,            0.026967,            0.000364,            0.000364,            0.000364
                 294,            0.041292,              0.1122,            0.019287,             0.85598,             0.79979,             0.78423,             0.59558,            0.048037,              0.2157,            0.026942,            0.000331,            0.000331,            0.000331
                 295,            0.042166,             0.11651,            0.019896,             0.85695,             0.79875,             0.78463,             0.59534,             0.04808,             0.21585,            0.026907,            0.000298,            0.000298,            0.000298
                 296,            0.041975,             0.11618,            0.019425,             0.85655,              0.8012,             0.78483,             0.59721,            0.048007,             0.21541,            0.026873,            0.000265,            0.000265,            0.000265
                 297,            0.040988,             0.11189,            0.018822,             0.85623,             0.80068,             0.78489,             0.59706,            0.048034,             0.21557,            0.026921,            0.000232,            0.000232,            0.000232
                 298,            0.041915,             0.11505,            0.019675,             0.85824,             0.80125,             0.78518,             0.59696,            0.048004,             0.21577,            0.026961,            0.000199,            0.000199,            0.000199
                 299,            0.041943,             0.11316,            0.019232,              0.8586,             0.79753,             0.78468,             0.59666,            0.048008,             0.21623,            0.026981,            0.000166,            0.000166,            0.000166
